"Correlation id","Operation name","Status","Event category","Level","Time","Subscription","Event initiated by","Resource type","Resource group","Resource"
"d79f2666-bf6a-4b87-9c76-df75fbbde308","Get Web App Publishing Profile","Succeeded","Administrative","Informational","2026-04-26T07:08:46.303Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","oidc-msi-84e8","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"d79f2666-bf6a-4b87-9c76-df75fbbde308","Get Web App Publishing Profile","Started","Administrative","Informational","2026-04-26T07:08:46.038Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","oidc-msi-84e8","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"d9f74484-3a7c-456a-9880-c8a644fc85e7","Update web sites config","Succeeded","Administrative","Informational","2026-04-26T06:59:22.107Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/config","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/config/appsettings"
"d9f74484-3a7c-456a-9880-c8a644fc85e7","Update web sites config","Started","Administrative","Informational","2026-04-26T06:59:20.825Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/config","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/config/appsettings"
"b15e4a58-8d7a-43fb-9a9b-11f0ff9b0053","Update web sites config","Succeeded","Administrative","Informational","2026-04-26T06:59:21.058Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/config","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/config/slotConfigNames"
"b15e4a58-8d7a-43fb-9a9b-11f0ff9b0053","Update web sites config","Started","Administrative","Informational","2026-04-26T06:59:20.652Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/config","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/config/slotConfigNames"
"d0e8d1df-d5c1-47f6-986e-aa0f8396dba2","UpdateWebSite","Succeeded","Administrative","Informational","2026-04-26T06:53:02.000Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","","MICROSOFT.WEB/sites","RG-TOKO-LEJ","/SUBSCRIPTIONS/A76A4211-BD78-4DB6-A1E2-3D94FD1A21D3/RESOURCEGROUPS/RG-TOKO-LEJ/PROVIDERS/MICROSOFT.WEB/SITES/TOKO-LEJ"
"d0e8d1df-d5c1-47f6-986e-aa0f8396dba2","UpdateWebSite","Started","Administrative","Informational","2026-04-26T06:53:01.000Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","","MICROSOFT.WEB/sites","RG-TOKO-LEJ","/SUBSCRIPTIONS/A76A4211-BD78-4DB6-A1E2-3D94FD1A21D3/RESOURCEGROUPS/RG-TOKO-LEJ/PROVIDERS/MICROSOFT.WEB/SITES/TOKO-LEJ"
"04fe3626-bab3-4ac8-a241-f122508c6270","Update web sites config","Succeeded","Administrative","Informational","2026-04-26T06:53:02.594Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/config","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/config/web"
"04fe3626-bab3-4ac8-a241-f122508c6270","Update web sites config","Started","Administrative","Informational","2026-04-26T06:53:01.328Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/config","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/config/web"
"02e86139-5fe6-472f-b033-affd86781be0","Get Web App Publishing Profile","Succeeded","Administrative","Informational","2026-04-26T06:36:52.951Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","oidc-msi-84e8","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"02e86139-5fe6-472f-b033-affd86781be0","Get Web App Publishing Profile","Started","Administrative","Informational","2026-04-26T06:36:52.826Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","oidc-msi-84e8","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"360e7037-8d26-4b42-a3ec-1e82db77d56d","Update Web App Source Control Configuration","Succeeded","Administrative","Informational","2026-04-26T06:34:21.647Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/sourcecontrols","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/sourcecontrols/web"
"360e7037-8d26-4b42-a3ec-1e82db77d56d","Update Web App Source Control Configuration","Started","Administrative","Informational","2026-04-26T06:34:18.084Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/sourcecontrols","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/sourcecontrols/web"
"952b2978-a7cd-4d93-a4a4-e7509136a6d3","Create role assignment","Succeeded","Administrative","Informational","2026-04-26T06:34:17.892Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Authorization/roleAssignments","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/providers/Microsoft.Authorization/roleAssignments/9eabafd3-8a71-4392-8d48-dde637a2edaa"
"952b2978-a7cd-4d93-a4a4-e7509136a6d3","Create role assignment","Started","Administrative","Informational","2026-04-26T06:34:13.892Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Authorization/roleAssignments","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/providers/Microsoft.Authorization/roleAssignments/9eabafd3-8a71-4392-8d48-dde637a2edaa"
"6f284b17-67e2-4e6f-b4a7-1fb2e579f849","Get Web App Publishing Profile","Succeeded","Administrative","Informational","2026-04-26T06:33:06.063Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"6f284b17-67e2-4e6f-b4a7-1fb2e579f849","Get Web App Publishing Profile","Started","Administrative","Informational","2026-04-26T06:33:05.907Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"b9cb9b96-002e-4a54-80f5-000daf03b339","Update website","Succeeded","Administrative","Informational","2026-04-26T06:27:22.876Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"b9cb9b96-002e-4a54-80f5-000daf03b339","Update website","Started","Administrative","Informational","2026-04-26T06:17:19.926Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"b9cb9b96-002e-4a54-80f5-000daf03b339","Update website","Succeeded","Administrative","Informational","2026-04-26T06:17:23.504Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"d5a3d3cc-f9be-4047-9261-376fbe0b56ee","UpdateWebSite","Succeeded","Administrative","Informational","2026-04-26T06:17:23.000Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","","MICROSOFT.WEB/sites","RG-TOKO-LEJ","/SUBSCRIPTIONS/A76A4211-BD78-4DB6-A1E2-3D94FD1A21D3/RESOURCEGROUPS/RG-TOKO-LEJ/PROVIDERS/MICROSOFT.WEB/SITES/TOKO-LEJ"
"d5a3d3cc-f9be-4047-9261-376fbe0b56ee","UpdateWebSite","Started","Administrative","Informational","2026-04-26T06:17:22.000Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","","MICROSOFT.WEB/sites","RG-TOKO-LEJ","/SUBSCRIPTIONS/A76A4211-BD78-4DB6-A1E2-3D94FD1A21D3/RESOURCEGROUPS/RG-TOKO-LEJ/PROVIDERS/MICROSOFT.WEB/SITES/TOKO-LEJ"
"4836badd-4cd0-4b25-ace4-a5e0c35df1cc","Get Web App Publishing Profile","Succeeded","Administrative","Informational","2026-04-26T06:13:02.139Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"4836badd-4cd0-4b25-ace4-a5e0c35df1cc","Get Web App Publishing Profile","Started","Administrative","Informational","2026-04-26T06:13:01.780Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"b29e634a-4e5d-4a43-a395-8e3f36532d3b","Update web sites config","Succeeded","Administrative","Informational","2026-04-26T06:10:06.035Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/config","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/config/appsettings"
"b29e634a-4e5d-4a43-a395-8e3f36532d3b","Update web sites config","Started","Administrative","Informational","2026-04-26T06:10:04.894Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/config","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/config/appsettings"
"2a19e091-5b39-479a-bf72-01ea0206054a","Update web sites config","Succeeded","Administrative","Informational","2026-04-26T06:10:05.316Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/config","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/config/slotConfigNames"
"2a19e091-5b39-479a-bf72-01ea0206054a","Update web sites config","Started","Administrative","Informational","2026-04-26T06:10:04.894Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/config","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/config/slotConfigNames"
"1e457a4a-a7b1-4e3f-b07d-282f3c03bacc","Update website","Succeeded","Administrative","Informational","2026-04-26T06:02:12.347Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Resources/tags","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"1e457a4a-a7b1-4e3f-b07d-282f3c03bacc","Write tags","Started","Administrative","Informational","2026-04-26T05:52:09.484Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Resources/tags","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/providers/Microsoft.Resources/tags/default"
"1e457a4a-a7b1-4e3f-b07d-282f3c03bacc","Write tags","Succeeded","Administrative","Informational","2026-04-26T05:52:11.156Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Resources/tags","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"17abab4c-95ca-4668-b1a8-0471e1dc5f76","Create role assignment","Succeeded","Administrative","Informational","2026-04-26T06:00:49.173Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Authorization/roleAssignments","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/providers/Microsoft.Authorization/roleAssignments/b935b024-d7e2-46ac-a1d6-53c3f4fb2964"
"17abab4c-95ca-4668-b1a8-0471e1dc5f76","Create role assignment","Started","Administrative","Informational","2026-04-26T06:00:42.392Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Authorization/roleAssignments","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/providers/Microsoft.Authorization/roleAssignments/b935b024-d7e2-46ac-a1d6-53c3f4fb2964"
"c61930c2-714b-416e-9daf-fd542f2b702c","Get Web App Publishing Profile","Succeeded","Administrative","Informational","2026-04-26T05:52:12.122Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"c61930c2-714b-416e-9daf-fd542f2b702c","Get Web App Publishing Profile","Started","Administrative","Informational","2026-04-26T05:52:11.982Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourceGroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"662583b9-54a9-4926-8d16-8963abc2026a","UpdateWebSite","Succeeded","Administrative","Informational","2026-04-26T05:52:10.000Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","","MICROSOFT.WEB/sites","RG-TOKO-LEJ","/SUBSCRIPTIONS/A76A4211-BD78-4DB6-A1E2-3D94FD1A21D3/RESOURCEGROUPS/RG-TOKO-LEJ/PROVIDERS/MICROSOFT.WEB/SITES/TOKO-LEJ"
"662583b9-54a9-4926-8d16-8963abc2026a","UpdateWebSite","Started","Administrative","Informational","2026-04-26T05:52:10.000Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","","MICROSOFT.WEB/sites","RG-TOKO-LEJ","/SUBSCRIPTIONS/A76A4211-BD78-4DB6-A1E2-3D94FD1A21D3/RESOURCEGROUPS/RG-TOKO-LEJ/PROVIDERS/MICROSOFT.WEB/SITES/TOKO-LEJ"
"e728350a-6fc8-453f-96c2-ef3f88d83b35","List Web App Publishing Credentials Policies","Succeeded","Administrative","Informational","2026-04-26T05:49:44.864Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/basicPublishingCredentialsPolicies","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/basicPublishingCredentialsPolicies/ftp"
"e728350a-6fc8-453f-96c2-ef3f88d83b35","Update website","Started","Administrative","Informational","2026-04-26T05:49:16.379Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"e728350a-6fc8-453f-96c2-ef3f88d83b35","Update website","Succeeded","Administrative","Informational","2026-04-26T05:49:43.973Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej"
"e728350a-6fc8-453f-96c2-ef3f88d83b35","List Web App Publishing Credentials Policies","Started","Administrative","Informational","2026-04-26T05:49:44.317Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/basicPublishingCredentialsPolicies","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/basicPublishingCredentialsPolicies/ftp"
"e728350a-6fc8-453f-96c2-ef3f88d83b35","List Web App Publishing Credentials Policies","Started","Administrative","Informational","2026-04-26T05:49:44.333Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/basicPublishingCredentialsPolicies","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/basicPublishingCredentialsPolicies/scm"
"e728350a-6fc8-453f-96c2-ef3f88d83b35","List Web App Publishing Credentials Policies","Succeeded","Administrative","Informational","2026-04-26T05:49:44.661Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","AnnasRidhoSadila@outlook.com","Microsoft.Web/sites/basicPublishingCredentialsPolicies","rg-toko-lej","/subscriptions/a76a4211-bd78-4db6-a1e2-3d94fd1a21d3/resourcegroups/rg-toko-lej/providers/Microsoft.Web/sites/toko-lej/basicPublishingCredentialsPolicies/scm"
"adfc6d96-201b-4e32-8868-ea9b694d9c57","CreateWebSite","Succeeded","Administrative","Informational","2026-04-26T05:49:43.000Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","","MICROSOFT.WEB/sites","RG-TOKO-LEJ","/SUBSCRIPTIONS/A76A4211-BD78-4DB6-A1E2-3D94FD1A21D3/RESOURCEGROUPS/RG-TOKO-LEJ/PROVIDERS/MICROSOFT.WEB/SITES/TOKO-LEJ"
"adfc6d96-201b-4e32-8868-ea9b694d9c57","CreateWebSite","Started","Administrative","Informational","2026-04-26T05:49:16.000Z","a76a4211-bd78-4db6-a1e2-3d94fd1a21d3","","MICROSOFT.WEB/sites","RG-TOKO-LEJ","/SUBSCRIPTIONS/A76A4211-BD78-4DB6-A1E2-3D94FD1A21D3/RESOURCEGROUPS/RG-TOKO-LEJ/PROVIDERS/MICROSOFT.WEB/SITES/TOKO-LEJ"
